"Apps","Mins","Mins.Gm","Height","Weight","Age","Av.Rat","Gls","Gls.90","Shot..","xG","Ch.C.90","Asts.90","K.Ps.90","Pas..","Cr.C.A","Drb.90","Distance","Hdr..","K.Tck","Fls","PoM","Aer.A.90","Off","Tck.R","CA","Gls.xG","Dist.Mins","Value","Lower.Transfer.Value","Upper.Transfer.Value"
16,1343,83.9375,192,87,22,6.83,0,0,0,0,0,0,0.13,0.6,0,0,87.1,0,0,0,2,0,0,0,124,0,0.0648548026805659,6050000,3900000,8200000
12,1016,84.6666666666667,180,72,28,6.91,0,0,0,0.48,0.18,0.18,0.44,0.93,0.6,0.09,118.4,0.67,0,8,0,12.76,1,0.77,115,0,0.116535433070866,2475000,450000,4500000
11,990,90,185,83,25,6.84,1,0.09,0.25,0.54,0,0,1.09,0.91,0.25,0.36,126.1,0.81,4,12,1,11,2,0.72,123,1.85185185185185,0.127373737373737,7900000,7e+06,8800000
33,2514,76.1818181818182,171,72,25,7.19,2,0.07,0.42,2.01,0.51,0.18,1.18,0.91,0.12,0.18,274.9,0.49,0,19,0,2.54,2,0.85,129,0.995024875621891,0.109347653142403,7750000,5e+06,10500000
13,1145,88.0769230769231,177,73,31,6.89,2,0.16,0.33,1.04,0.08,0.08,1.1,0.92,0.23,0.31,155.6,0.61,0,30,1,3.22,3,0.89,115,1.92307692307692,0.13589519650655,880000,160000,1600000
12,917,76.4166666666667,175,69,29,7.02,0,0,0.5,1.53,1.08,0.1,1.08,0.91,0.25,0.1,126.2,0.52,0,19,0,4.32,0,0.94,140,0,0.137622682660851,2350002,4700000,0
12,1028,85.6666666666667,178,77,24,7,1,0.09,0.5,0.73,0.26,0.09,1.23,0.91,0.16,0.44,144.5,0.7,0,21,0,4.64,0,0.82,127,1.36986301369863,0.14056420233463,8100000,7200000,9e+06
15,1350,90,182,72,24,6.89,1,0.07,0.33,0.51,0,0,0,0.93,0,0.07,156.9,0.78,3,14,1,13.73,2,0.81,128,1.96078431372549,0.116222222222222,6900000,5200000,8600000
11,903,82.0909090909091,187,85,29,6.86,0,0,0,0.62,0.11,0,0,0.9,0,0.1,103.2,0.85,0,10,0,14.65,0,0.78,111,0,0.114285714285714,412500,75000,750000
30,2585,86.1666666666667,186,78,29,7.11,2,0.07,0.24,1.31,0.17,0,0.14,0.89,0,0.07,190.2,0.79,2,17,0,8.77,0,0.9,116,1.52671755725191,0.07357833655706,1537500,275000,2800000
36,3143,87.3055555555556,188,84,30,6.94,2,0.06,0.25,0.75,0,0.06,0.06,0.87,0,0.11,218.1,0.81,5,31,1,8.88,0,0.87,123,2.66666666666667,0.0693923003499841,2312500,425000,4200000
14,1260,90,187,81,25,6.91,0,0,0,0,0,0,0.21,0.54,0,0,88.8,0,0,0,1,0,0,0,124,0,0.0704761904761905,1537500,275000,2800000
17,1454,85.5294117647059,173,73,28,6.98,1,0.06,0.4,0.47,0.9,0.19,0.93,0.92,0.33,0.19,173.7,0.61,2,25,0,5.26,1,0.83,129,2.12765957446809,0.119463548830812,10700000,9400000,1.2e+07
11,990,90,180,72,28,6.85,0,0,0.25,1.23,0,0.09,0.73,0.91,0.14,0.09,134.5,0.77,0,10,0,3.91,1,0.91,122,0,0.135858585858586,3200000,6e+05,5800000
23,2063,89.695652173913,178,72,26,6.98,3,0.13,0.32,1.88,0.35,0.31,1.18,0.88,0.33,0.13,297.7,0.7,0,21,1,3.93,1,0.76,122,1.59574468085106,0.144304411051866,1762500,325000,3200000
13,1082,83.2307692307692,184,79,25,7.24,1,0.08,0.25,0.37,0.2,0,0.25,0.95,0,0,127.4,0.76,2,8,1,13.48,2,0.5,146,2.7027027027027,0.117744916820702,6.1e+07,5.4e+07,6.8e+07
16,1100,68.75,182,77,34,6.98,2,0.16,0.3,2.16,0.16,0.08,0.9,0.89,0.38,0.25,154.6,0.67,1,18,0,4.99,0,0.82,115,0.925925925925926,0.140545454545455,247500,120000,375000
19,1684,88.6315789473684,186,80,27,7.09,0,0,0,0,0,0,0.16,0.49,0,0,106.2,0,0,0,3,0,0,0.67,123,0,0.0630641330166271,4300000,8e+05,7800000
41,3625,88.4146341463415,187,74,27,6.92,1,0.02,0.17,1.23,0,0.07,0.17,0.91,0.2,0.1,296.7,0.78,5,59,1,9.34,2,0.96,127,0.813008130081301,0.081848275862069,1437500,275000,2600000
15,1147,76.4666666666667,188,75,27,7.07,1,0.08,0.27,1,0.31,0.08,1.57,0.88,0.4,0.08,158.4,0.89,0,10,0,5.73,0,0.65,122,1,0.138099389712293,330000,60000,6e+05
14,1174,83.8571428571429,183,71,25,6.81,0,0,0.25,0.92,0.15,0.15,1.3,0.89,0.4,0.54,172.6,0.75,0,16,0,4.83,1,0.68,121,0,0.147018739352641,3525000,650000,6400000
27,2462,91.1851851851852,175,63,22,6.84,2,0.07,0.25,3.33,0.15,0.07,1.02,0.88,0.47,0.07,325.1,0.71,2,26,0,4.13,3,0.78,120,0.600600600600601,0.132047116165719,3625000,650000,6600000
27,2412,89.3333333333333,177,75,26,7.21,0,0,0.15,1.6,0.06,0.07,0.52,0.91,0.27,0.45,239.6,0.76,2,39,1,6.57,3,0.85,131,0,0.0993366500829187,4850000,9e+05,8800000
11,990,90,184,73,23,7.11,1,0.09,0.3,0.9,0.1,0,0.82,0.96,0.26,0.36,136.7,0.82,2,15,1,10.09,6,0.95,119,1.11111111111111,0.138080808080808,1862500,325000,3400000
17,1523,89.5882352941177,186,76,22,6.82,0,0,0,0.88,0.15,0.06,0.12,0.95,0,0.12,179.5,0.81,2,17,0,10.46,0,0.64,143,0,0.117859487852922,33500000,2.9e+07,3.8e+07
11,870,79.0909090909091,184,85,28,6.82,0,0,0,0.09,0.11,0,0.83,0.94,0,0.1,118.3,0.66,0,11,0,7.86,0,0.94,112,0,0.135977011494253,1210000,220000,2200000
12,1030,85.8333333333333,184,83,30,6.9,0,0,0.33,0.2,0.09,0,0.09,0.96,0.5,0.09,118.4,0.72,2,14,0,13.89,0,0.83,126,0,0.11495145631068,7100000,4600000,9600000
12,957,79.75,186,80,24,6.93,1,0.09,0.4,2.5,0.09,0,1.03,0.93,0.09,0.38,129.3,0.67,0,15,0,5.74,1,1,123,0.4,0.135109717868339,2262500,425000,4100000
34,3033,89.2058823529412,192,86,29,6.85,0,0,0,0,0,0,0.03,0.47,0,0,174.3,0,0,0,2,0,0,0,116,0,0.0574678536102868,1762500,325000,3200000
31,2495,80.4838709677419,190,80,23,6.64,1,0.04,0.09,0.8,0.04,0,0.25,0.89,0.28,0.29,209.3,0.74,2,31,0,5.37,2,0.89,122,1.25,0.0838877755511022,2475000,450000,4500000
16,1354,84.625,179,71,26,7.28,4,0.27,0.35,2.47,1.01,0.33,0.93,0.89,0.33,0.2,185.6,0.37,0,30,3,3.92,0,0.74,133,1.61943319838057,0.137075332348597,16500000,1.2e+07,2.1e+07
13,1170,90,180,76,21,6.78,0,0,0,0.2,0.15,0.08,1.46,0.92,0.14,0.46,160.9,0.75,0,20,0,6.54,0,0.83,116,0,0.137521367521368,1812500,325000,3300000
17,1450,85.2941176470588,178,66,22,7.11,0,0,0.22,1.23,0.79,0.12,1.18,0.94,0,0,205.4,0.77,2,11,0,4.03,2,0.85,133,0,0.141655172413793,12100000,9200000,1.5e+07
11,1099,99.9090909090909,188,76,26,7.13,0,0,0.25,0.4,0.33,0,0.08,0.95,0,0,124.3,0.8,2,7,0,13.1,0,0.82,127,0,0.113102820746133,4400000,8e+05,8e+06
11,1049,95.3636363636364,183,80,27,6.78,1,0.09,0.25,1.47,0,0,0.09,0.93,0.5,0.17,122.9,0.82,2,13,1,12.7,1,0.6,125,0.680272108843537,0.117159199237369,3075000,550000,5600000
12,1026,85.5,184,78,34,6.73,0,0,0,0,0,0,0.44,0.51,0,0,67.2,0,0,3,2,0,0,0,123,0,0.0654970760233918,650000,3e+05,1e+06
12,1089,90.75,187,83,24,6.86,0,0,0,0.3,0.36,0.17,0.58,0.9,0,0.17,156.3,0.82,0,19,1,5.87,0,0.59,118,0,0.143526170798898,1762500,325000,3200000
36,3193,88.6944444444444,171,69,29,7.25,3,0.08,0.38,0.61,0.74,0.08,0.31,0.86,0,0.03,173.2,0.6,2,49,1,1.47,1,0.89,119,4.91803278688525,0.0542436580018791,1265000,230000,2300000
26,2507,96.4230769230769,186,82,22,7,1,0.04,0.11,1.05,1.84,0.04,0.25,0.96,0,0.22,295.5,0.81,8,17,2,13.68,1,0.81,115,0.952380952380952,0.117869964100519,3750000,7e+05,6800000
16,1331,83.1875,175,69,33,7.1,0,0,0.08,0.73,1.15,0.34,1.35,0.81,0.3,0.88,134.7,0.6,0,27,0,5.27,3,0.76,125,0,0.101202103681443,605000,110000,1100000
17,1438,84.5882352941177,182,78,20,6.92,0,0,0.27,1.11,0.48,0.06,0.38,0.94,0.33,0.19,166.7,0.71,4,16,0,13.46,0,0.71,128,0,0.115924895688456,27500000,2.1e+07,3.4e+07
30,2633,87.7666666666667,193,82,28,6.84,3,0.1,0.2,0.34,0,0.03,0.03,0.87,0,0,149.4,0.89,0,32,0,7.21,0,1,121,8.8235294117647,0.0567413596657805,325000,150000,5e+05
14,1254,89.5714285714286,186,81,26,7,0,0,0,0,0,0,0.29,0.37,0,0,87.8,0,0,4,2,0,0,0,125,0,0.0700159489633174,7800000,7e+06,8600000
34,2667,78.4411764705882,188,80,29,7.1,2,0.07,0.38,0.41,0.03,0.03,0.17,0.93,0.33,0.07,266.8,0.82,3,25,0,12.42,1,0.9,118,4.8780487804878,0.100037495313086,1537500,275000,2800000
34,2649,77.9117647058823,174,72,26,6.84,1,0.03,0.27,1.48,0.14,0.07,1.43,0.87,0.26,0.24,307.9,0.74,1,27,0,3.47,0,0.74,126,0.675675675675676,0.116232540581351,1155000,210000,2100000
11,990,90,183,77,22,6.92,0,0,0.25,1.04,0.1,0.09,0.09,0.93,0,0.64,110.3,0.73,1,15,0,14.55,0,0.58,114,0,0.111414141414141,1500000,9e+05,2100000
25,2474,98.96,179,76,25,7.12,4,0.15,0.33,2.73,0.59,0.11,0.51,0.84,0.22,0.22,178.4,0.84,0,47,1,2.73,3,0.78,134,1.46520146520147,0.0721099434114794,10400000,7800000,1.3e+07
14,1231,87.9285714285714,186,86,23,7.04,0,0,0.29,0.37,0,0,0,0.94,0.5,0.22,149.3,0.88,2,13,0,14.33,0,0.73,129,0,0.121283509341998,2700000,5e+05,4900000
14,1260,90,187,77,28,6.77,0,0,0,0,0,0,0.14,0.41,0,0,87.3,0,0,0,1,0,0,0.33,128,0,0.0692857142857143,2850000,5e+05,5200000
14,1173,83.7857142857143,175,68,25,6.86,0,0,0.1,1.68,0.7,0.15,1.69,0.93,0.43,0.31,172.4,0.65,0,30,1,3.68,2,0.8,128,0,0.146973572037511,6150000,3900000,8400000
11,1020,92.7272727272727,186,80,28,6.65,0,0,0.17,1.25,0.3,0.09,0.18,0.96,0.5,0.09,121,0.72,3,5,0,12.26,1,0.77,116,0,0.118627450980392,1925000,350000,3500000
11,972,88.3636363636364,188,75,29,6.94,0,0,1,0,0.1,0,1.39,0.9,0.28,0.74,140.3,0.74,1,10,1,6.67,1,0.89,116,0,0.144341563786008,1975000,350000,3600000
13,1225,94.2307692307692,188,84,28,6.94,1,0.07,0.5,1.02,0.33,0.07,0.07,0.95,1,0,135,0.87,2,18,0,14.11,2,0.6,120,0.980392156862745,0.110204081632653,247500,120000,375000
15,1350,90,196,93,32,6.74,0,0,0.2,1.75,0,0,0.13,0.94,1,0,150.6,0.81,1,12,0,13.47,1,0.63,120,0,0.111555555555556,116000,22000,210000
15,1292,86.1333333333333,190,90,22,6.83,0,0,0,0.66,0.07,0,0.14,0.9,0,0.07,159.1,0.84,3,12,1,14.14,0,0.81,100,0,0.123142414860681,77500,35000,120000
11,924,84,188,82,25,7.25,0,0,0,0.49,0.12,0.19,0.39,0.93,1,0.19,102.3,0.78,3,6,2,12.76,0,0.78,122,0,0.110714285714286,1700000,3e+05,3100000
13,1188,91.3846153846154,175,71,31,6.89,0,0,0.2,0.34,0.1,0.15,0.61,0.87,0.37,0.23,112,0.66,1,16,0,2.2,1,0.89,120,0,0.0942760942760943,302500,55000,550000
33,2989,90.5757575757576,176,70,19,6.9,2,0.06,0.56,0.23,0.12,0.15,0.78,0.87,0.22,0.15,297.1,0.55,0,70,2,2.29,3,0.65,134,8.69565217391304,0.0993977919036467,4075000,750000,7400000
12,1024,85.3333333333333,171,64,28,6.93,2,0.18,0.3,1.31,0.1,0.09,1.32,0.86,0.09,0.62,113,0.56,0,12,0,5.01,1,1,131,1.52671755725191,0.1103515625,5e+06,3200000,6800000
11,957,87,176,69,25,6.5,0,0,0.2,0,1.1,0,0.75,0.85,0.21,0.09,77.7,0.77,1,19,0,3.67,2,0.59,120,0,0.0811912225705329,1600000,3e+05,2900000
11,990,90,188,77,24,6.94,0,0,0,0.39,0.1,0,0.27,0.9,1,0,116.5,0.78,2,5,0,13.82,1,0.82,110,0,0.117676767676768,1225000,750000,1700000
12,1110,92.5,185,82,21,7.06,0,0,0.14,1.84,0.16,0.24,0.73,0.93,0,0,150.8,0.7,1,7,1,6.97,1,0.89,125,0,0.135855855855856,8800000,7600000,1e+07
13,1112,85.5384615384615,185,82,28,6.86,0,0,0,0.12,0,0,0.32,0.89,0,0.08,138.7,0.83,2,11,1,12.95,0,1,120,0,0.124730215827338,3850000,7e+05,7e+06
17,1560,91.7647058823529,182,76,27,7.46,2,0.12,0.3,1.24,0.41,0.29,1.04,0.92,0.25,0.17,157.1,0.73,1,16,1,6,0,0.79,124,1.61290322580645,0.100705128205128,1650000,1e+06,2300000
15,1306,87.0666666666667,188,83,27,6.89,0,0,0,0,0,0,0.14,0.35,0,0,80.7,0,0,0,0,0,0,0,125,0,0.061791730474732,7400000,1300000,13500000
17,1440,84.7058823529412,190,78,29,7.06,0,0,0,0.22,0.33,0,0.25,0.93,0,0,170,0.83,1,18,0,14.31,2,0.8,128,0,0.118055555555556,825000,150000,1500000
11,1002,91.0909090909091,185,76,30,7.12,0,0,0.2,2.12,0.41,0.18,0.81,0.9,0.25,0.27,139.5,0.72,0,13,1,5.12,1,0.83,114,0,0.139221556886228,1425000,250000,2600000
14,1224,87.4285714285714,180,71,28,7.05,0,0,0,1.1,0,0,0,0.96,0,0.07,142.7,0.85,2,17,0,13.6,2,0.87,124,0,0.116584967320261,3725000,650000,6800000
12,1080,90,183,75,27,7.11,0,0,0.29,0.38,0,0,0.08,0.86,0,0.08,54.8,0.86,1,16,0,5.5,0,0.89,121,0,0.0507407407407407,1975000,350000,3600000
13,1133,87.1538461538462,178,77,26,6.75,1,0.08,0.17,0.74,0,0.16,0.56,0.9,0.33,0.32,107.9,0.72,0,19,0,3.1,0,0.81,125,1.35135135135135,0.095233892321271,2087500,375000,3800000
11,919,83.5454545454545,170,65,29,7.04,0,0,0.5,0.97,0.1,0.2,1.27,0.89,0.16,0.49,120.6,0.58,0,23,0,3.53,0,0.95,128,0,0.131229597388466,4300000,8e+05,7800000
11,934,84.9090909090909,190,85,27,6.95,0,0,0.29,1.31,0.64,0.1,1.06,0.9,0.23,0.29,132.1,0.74,0,11,0,5.11,1,0.86,129,0,0.141434689507495,4075000,750000,7400000
23,2012,87.4782608695652,182,80,29,7.4,1,0.04,0.42,0.17,0,0.18,0.09,0.76,0,0,16.4,0.78,0,18,1,0.4,0,0.87,129,5.88235294117647,0.00815109343936382,5950000,4100000,7800000
14,1124,80.2857142857143,182,71,25,6.85,0,0,0.5,0.94,0.24,0,0.56,0.94,0.33,0.32,148,0.85,2,15,0,9.77,1,0.74,131,0,0.131672597864769,7150000,1300000,1.3e+07
11,990,90,177,72,25,6.98,0,0,0,0.96,0.5,0.18,0.82,0.92,0,0.09,146.7,0.69,1,14,0,4.09,0,0.67,109,0,0.148181818181818,1575000,950000,2200000
15,1380,92,192,90,27,7.23,0,0,0,0,0,0,0.07,0.69,0,0,99.8,0,0,0,3,0,0,0.5,130,0,0.0723188405797101,5075000,950000,9200000
14,1230,87.8571428571429,185,81,21,6.78,0,0,0.2,0.31,0.12,0,0.07,0.94,0.2,0.51,148.2,0.76,0,13,0,12,2,0.88,136,0,0.120487804878049,10750000,8e+06,13500000
11,902,82,180,75,24,7.05,2,0.2,0.43,1.4,0.12,0.3,0.8,0.88,0.6,0.2,125.8,0.73,0,20,2,5.59,0,0.81,126,1.42857142857143,0.139467849223947,5175000,950000,9400000
11,962,87.4545454545455,188,78,22,7.18,2,0.19,0.5,1.34,0.31,0.28,1.22,0.88,0.5,0.37,137.7,0.9,1,21,1,5.61,2,0.78,116,1.49253731343284,0.143139293139293,3250000,2e+06,4500000
21,1802,85.8095238095238,201,94,22,6.97,0,0,0,0,0,0,0.05,0.58,0,0,123,0,0,0,2,0,0,0,127,0,0.0682574916759156,13750000,11500000,1.6e+07
11,900,81.8181818181818,182,87,23,7.21,1,0.1,0.6,0.54,1.56,0.1,1.3,0.9,0.3,0.5,118.9,0.54,0,21,1,5.7,1,0.76,126,1.85185185185185,0.132111111111111,5500000,1e+06,1e+07
11,900,81.8181818181818,182,87,23,7.21,1,0.1,0.6,0.54,1.56,0.1,1.3,0.9,0.3,0.5,118.9,0.54,0,21,1,5.7,1,0.76,126,1.85185185185185,0.132111111111111,3.04e+08,2.9e+08,3.18e+08
15,1350,90,188,86,29,7.46,0,0,0,0,0,0,0,0.81,0,0,95.4,0,0,1,3,0,0,0,179,0,0.0706666666666667,5500000,1e+06,1e+07
15,1350,90,188,86,29,7.46,0,0,0,0,0,0,0,0.81,0,0,95.4,0,0,1,3,0,0,0,179,0,0.0706666666666667,3.04e+08,2.9e+08,3.18e+08
11,977,88.8181818181818,181,74,23,7.55,2,0.18,0.31,1.39,0.51,0.64,1.57,0.92,0.1,0.37,133.6,0.57,2,19,2,4.51,0,0.88,115,1.43884892086331,0.136745138178096,880000,160000,1600000
11,914,83.0909090909091,187,74,31,7.16,1,0.1,0.38,0.32,0.2,0,1.18,0.89,0.28,0.1,122.1,0.67,0,24,2,4.73,0,0.75,130,3.125,0.133588621444201,9e+06,9e+06,0
11,982,89.2727272727273,187,80,24,6.81,1,0.09,0.5,0.74,0.4,0,0.55,0.91,0.11,0.18,136.3,0.65,0,12,0,6.32,0,0.84,118,1.35135135135135,0.138798370672098,2750000,5e+05,5e+06
12,960,80,178,70,24,6.73,0,0,0.2,1.16,0,0,1.03,0.85,0.4,0,130,0.74,0,15,0,3.56,1,0.88,124,0,0.135416666666667,2200000,4e+05,4e+06
18,1473,81.8333333333333,175,70,26,7.14,4,0.24,0.54,1.5,0.19,0.06,1.34,0.91,0.23,0.12,204.7,0.65,0,9,1,4.7,1,0.77,130,2.66666666666667,0.138968092328581,11250000,1e+07,12500000
15,1360,90.6666666666667,183,81,30,7.13,0,0,0,0.01,0.18,0,0.13,0.95,0,0,146.8,0.85,3,17,0,12.57,1,0.85,133,0,0.107941176470588,24500000,2.2e+07,2.7e+07
12,1072,89.3333333333333,193,84,26,6.82,0,0,0,0,0,0,0.25,0.54,0,0,73.2,0,0,0,2,0,0,0,123,0,0.0682835820895522,4400000,8e+05,8e+06
13,1120,86.1538461538462,190,85,24,7.02,0,0,0,1.07,0.08,0,0,0.94,0,0.24,128.9,0.81,1,9,0,13.42,0,0.56,129,0,0.115089285714286,12550000,9600000,15500000
13,1185,91.1538461538462,173,68,28,6.91,1,0.08,0.3,0.49,0.23,0.08,1.37,0.84,0.21,1.97,169.6,0.6,0,15,0,7.06,8,0.88,124,2.04081632653061,0.143122362869198,1450001,2900000,0
16,1345,84.0625,188,82,23,7.11,0,0,0.33,0.16,0.62,0,0.13,0.96,0,0.13,158.5,0.82,3,8,1,12.11,1,0.88,142,0,0.117843866171004,20750000,15500000,2.6e+07
11,1003,91.1818181818182,178,64,24,6.91,0,0,0,0.06,0.18,0.18,1.26,0.91,0.25,0.45,135.7,0.78,0,11,0,6.19,1,0.91,128,0,0.135294117647059,6600000,1200000,1.2e+07
15,1290,86,185,73,28,6.72,0,0,0.2,0.6,0,0.07,0.28,0.96,0.5,0.28,150.3,0.73,3,13,0,13.67,0,0.81,119,0,0.116511627906977,2500000,1500000,3500000
11,1020,92.7272727272727,188,78,30,6.89,0,0,0,0,0,0,0.18,0.42,0,0,73.3,0,0,0,0,0,0,1,119,0,0.0718627450980392,2850000,5e+05,5200000
11,990,90,184,77,26,6.73,0,0,0,0,0,0,0.45,0.55,0,0,69.2,0,0,0,0,0,0,0,125,0,0.0698989898989899,3725000,650000,6800000
22,2132,96.9090909090909,180,70,29,6.9,1,0.04,0.13,0.56,0,0.17,0.13,0.82,0.14,0.04,91.8,0.63,0,10,0,2.2,0,0.82,134,1.78571428571429,0.0430581613508443,3200000,6e+05,5800000
13,1076,82.7692307692308,173,67,32,7.21,0,0,0.33,0.51,0.08,0,0.84,0.87,0.4,0.42,73.9,0.83,1,25,1,3.01,0,0.77,131,0,0.0686802973977695,715000,130000,1300000
14,1181,84.3571428571429,185,75,28,6.95,0,0,0.2,0.85,0,0,0.08,0.93,0,0,135.3,0.82,2,17,0,12.04,0,1,134,0,0.114563928873836,2e+07,1.5e+07,2.5e+07
19,1634,86,190,82,26,7.04,1,0.06,0.27,1.35,0,0.06,0.06,0.86,0.25,0.17,111.1,0.78,2,16,0,7.38,2,1,125,0.740740740740741,0.0679926560587515,4950000,3100000,6800000
11,1020,92.7272727272727,192,82,25,7.02,0,0,0,0.12,0,0,0.18,0.89,0,0,112.5,0.87,4,5,0,13.06,0,0.88,122,0,0.110294117647059,4650000,2900000,6400000
14,1137,81.2142857142857,186,78,27,7.11,1,0.08,0.25,0.28,0.09,0,1.11,0.93,0.25,1.42,161.7,0.81,5,25,2,8.94,3,0.97,129,3.57142857142857,0.14221635883905,7200000,4600000,9800000
14,1143,81.6428571428571,173,68,23,7.08,0,0,0.44,0.94,0.55,0.16,1.26,0.9,0.33,0.08,152.8,0.67,1,14,0,3.31,2,0.75,137,0,0.133683289588801,10800000,9600000,1.2e+07
13,1170,90,185,81,27,7.22,0,0,0.25,0.03,0.08,0,0.62,0.88,0.21,0.38,67.7,0.88,0,23,0,3.69,0,0.88,134,0,0.0578632478632479,5600000,3600000,7600000
11,891,81,185,79,27,7.03,0,0,0.25,0.9,0,0.2,0.81,0.94,0,0.3,108.1,0.79,1,15,0,12.12,0,1,125,0,0.121324354657688,2525000,450000,4600000
13,1126,86.6153846153846,193,88,30,6.75,0,0,0,0,0,0,0,0.51,0,0,85.3,0,0,0,1,0,0,0.5,121,0,0.0757548845470693,1155000,210000,2100000
14,1260,90,179,75,24,7.1,1,0.07,0.3,0.77,0.43,0.07,1.07,0.88,0.36,0.21,168.2,0.68,1,7,2,4,0,0.86,142,1.2987012987013,0.133492063492063,10050000,7600000,12500000
13,1170,90,189,80,28,6.83,0,0,0,0.08,0.08,0,0.08,0.92,0,0.15,132.6,0.78,6,15,0,13.46,1,0.81,125,0,0.113333333333333,2975000,550000,5400000
33,2786,84.4242424242424,183,78,31,7.14,2,0.06,0.27,1.41,0.87,0.26,1.32,0.89,0.2,0.06,346.2,0.7,1,36,0,5.36,2,0.8,121,1.41843971631206,0.124264178033022,825000,150000,1500000
13,1134,87.2307692307692,180,77,23,6.97,1,0.08,0.4,0.11,0,0,0.08,0.88,0,0,68.4,0.63,0,19,0,7.94,0,0.89,126,9.09090909090909,0.0603174603174603,4725000,850000,8600000
12,1136,94.6666666666667,177,68,28,6.84,0,0,0.47,1.34,0.4,0,0.87,0.91,0.15,0.4,157,0.56,1,22,0,3.09,0,0.64,126,0,0.138204225352113,5250000,3300000,7200000
11,990,90,193,82,29,6.61,0,0,0,0,0,0,0,0.57,0,0,67.7,0,0,0,0,0,0,0,117,0,0.0683838383838384,825000,150000,1500000
14,1150,82.1428571428571,188,85,22,6.95,0,0,0,0.66,0,0,0,0.95,0,0.23,125.7,0.84,1,13,0,12.91,1,0.88,132,0,0.109304347826087,9e+06,8e+06,1e+07
12,830,69.1666666666667,166,62,29,6.77,2,0.22,0.25,1.62,0.43,0.11,1.19,0.86,0.29,1.73,117.7,0.42,0,10,0,5.96,1,0.72,122,1.23456790123457,0.141807228915663,5175000,950000,9400000
15,1080,72,187,81,31,6.97,3,0.25,0.44,1.12,0.29,0,0.92,0.93,0.14,0.42,152.5,0.69,0,15,1,6.92,1,0.76,139,2.67857142857143,0.141203703703704,14500000,1.1e+07,1.8e+07
14,1251,89.3571428571429,168,67,26,6.81,0,0,0,0,0.07,0,1.73,0.9,0.18,1.08,183.5,0.7,0,32,0,7.05,2,0.82,132,0,0.146682653876898,3950000,7e+05,7200000
11,913,83,177,75,23,6.99,1,0.1,0.48,2.79,0.3,0.2,2.07,0.86,0.16,2.37,141.1,0.48,0,15,2,7.39,12,0.79,122,0.3584229390681,0.154545454545455,2587500,475000,4700000
14,1290,92.1428571428571,187,84,24,7.18,0,0,0.13,0.49,0.33,0.21,0.35,0.91,0,0.28,160.1,0.8,0,16,1,13.74,0,0.64,126,0,0.124108527131783,9150000,6800000,11500000
18,1534,85.2222222222222,179,70,21,7.18,1,0.06,0.53,2.82,1.03,0.35,1.06,0.91,0.33,0.06,207.9,0.6,1,22,1,3.81,1,0.8,145,0.354609929078014,0.135528031290743,2.1e+07,1.6e+07,2.6e+07
14,1202,85.8571428571429,185,88,31,6.59,0,0,0,0,0,0,0.37,0.46,0,0,86.4,0,0,0,0,0,0,0,122,0,0.0718801996672213,1265000,230000,2300000
17,1530,90,181,75,26,7.08,0,0,0.17,0.13,0.23,0.24,0.76,0.89,0.18,0.12,164.5,0.84,2,23,0,5.59,1,0.95,143,0,0.107516339869281,4.2e+07,3.1e+07,5.3e+07
11,838,76.1818181818182,188,82,31,6.9,0,0,0,0.09,0,0,0,0.96,0.33,0,105,0.92,3,11,0,12.14,0,0.86,134,0,0.125298329355609,4625000,850000,8400000
14,1158,82.7142857142857,179,70,21,7.2,2,0.16,0.5,0.53,0.23,0.08,1.87,0.9,0.3,0.39,168.6,0.69,0,23,0,5.28,0,0.7,128,3.77358490566038,0.14559585492228,1.2e+07,10500000,13500000
11,976,88.7272727272727,184,83,28,7.05,0,0,0,0.61,0.28,0,0.92,0.91,0.4,0.92,138.9,0.81,2,13,1,9.22,3,0.87,124,0,0.142315573770492,5800000,4400000,7200000
12,1001,83.4166666666667,189,78,26,7.1,0,0,0,0,0.09,0.36,0.63,0.95,0,0,117.1,0.86,4,7,2,12.86,0,0.54,128,0,0.116983016983017,5700000,5e+06,6400000
13,1055,81.1538461538462,175,72,25,6.92,0,0,0,0.52,1.13,0.09,0.94,0.88,0.17,0.43,146.3,0.7,2,14,1,6.48,2,0.87,139,0,0.138672985781991,18250000,15500000,2.1e+07
44,3900,88.6363636363636,185,79,28,6.86,0,0,0.15,2.95,0.11,0.05,0.76,0.9,0.15,0.67,419.9,0.78,2,78,0,6.62,10,0.9,131,0,0.107666666666667,5750000,1e+06,10500000
12,968,80.6666666666667,181,73,28,7.14,0,0,0,0.53,0.19,0.09,1.39,0.92,0.25,0.09,122.8,0.74,1,12,0,3.53,0,0.81,130,0,0.126859504132231,5250000,3900000,6600000
30,2932,97.7333333333333,182,77,30,7.17,2,0.06,0.11,1.26,0.26,0.09,0.34,0.89,0.21,0.21,207.3,0.75,0,46,0,5.34,2,0.9,132,1.58730158730159,0.0707025920873124,2587500,475000,4700000
50,4514,90.28,185,86,29,7.15,1,0.02,0.17,3.74,0.24,0.02,0.14,0.93,0,0.04,411.9,0.79,4,62,2,10.69,3,0.7,141,0.267379679144385,0.091249446167479,9950000,7400000,12500000
11,1018,92.5454545454546,183,74,22,6.91,2,0.18,0.67,0.15,2.19,0.09,0.8,0.9,0.33,0.27,135.4,0.73,1,10,0,7.07,0,0.7,129,13.3333333333333,0.133005893909627,3850000,7e+05,7e+06
